product_id,product_name,listing_price,sale_price,discounted_sale_price,brand,description,rating,reviews
BQ8928-011,Nike Epic React Flyknit 2,"USD 12,995.00","USD 10,397.00","USD 10,397.00",Nike,"The Nike Epic React Flyknit 2 takes a step up from its predecessor with smooth, lightweight performance and a bold look. An updated Flyknit upper contours to your foot with a minimal, supportive design. Underfoot, durable Nike React technology defies the odds by being both soft and responsive, for comfort that lasts as long as you can run.",4.1,72
BQ8927-102,Nike Epic React Flyknit 2,"USD 12,995.00","USD 10,397.00","USD 10,397.00",Nike,"The Nike Epic React Flyknit 2 takes a step up from its predecessor with smooth, lightweight performance and a bold look. An updated Flyknit upper contours to your foot with a minimal, supportive design. Underfoot, durable Nike React technology defies the odds by being both soft and responsive, for comfort that lasts as long as you can run.",4.2,45
CJ0217-001,Nike Flex 2020 RN,USD 0.00,"USD 6,995.00","USD 6,995.00",Nike,"The Nike Flex 2020 RN features a mesh upper for an adaptive fit that helps lock you in for your route. Ideal for short runs, it keeps your foot cushioned and comfortable.",0,0
CI9994-001,Nike Flex 2020 RN,USD 0.00,"USD 6,995.00","USD 6,995.00",Nike,"The Nike Flex 2020 RN has a stretchy mesh upper that adapts to your foot as you run while also giving you a secure fit. Ideal for short routes, it keeps your foot cushioned and comfortable.",0,0
AQ7488-004,Nike Flex Contact 3,"USD 5,995.00","USD 4,197.00","USD 4,197.00",Nike,"The Nike Flex Contact 3 gives you the benefit of laces without the hassle of tying them. An elastic, slip-on lacing system pairs with a floating heel strap for pressure-free support. A knit upper adds stretch, while the outsole with heel-to-toe grooves follows the natural flow of your foot.",0,0
AA7408-008,Nike Flex RN 2018,"USD 7,495.00","USD 5,997.00","USD 5,997.00",Nike,The Nike Flex RN 2018 Women's Running Shoe delivers a flexible fit with a lightweight knit construction to help your runs feel free and easy.,3.2,15
CJ0861-017,Nike Free Metcon 3,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,The Nike Free Metcon 3 combines Nike Free flexibility around the forefoot with Metcon stability in the heel to help you get the most out of your training session.,5,1
CJ0861-010,Nike Free Metcon 3,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,The Nike Free Metcon 3 combines Nike Free flexibility around the forefoot with Metcon stability in the heel to help you get the most out of your training session.,5,1
CJ6314-146,Nike Free Metcon 3,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"The Nike Free Metcon 3 combines the flexibility of a Nike Free sole with the flat, wide heel of the Metcon to keep you fast but stable on your feet from weightlifting to speed drills.",0,0
CI9921-001,Nike Free RN 5.0 2020,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The Nike Free RN 5.0 2020 is the latest leap forwards in the evolution of the Free. Secure lacing mixes with a seamless design for a snug, flexible fit. Lighter and closer to the ground than previous versions, it gives you a ""barefoot"" feel for your shorter runs.",0,0
CJ0270-601,Nike Free RN 5.0 2020,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The Nike Free RN 5.0 2020 is the latest leap forwards in the evolution of the Free. Secure lacing mixes with a seamless design for a snug, flexible fit. Lighter and closer to the ground than previous versions, it gives you a ""barefoot"" feel for your shorter runs.",0,0
CJ0267-001,Nike Free RN Flyknit 3.0 2020,USD 0.00,"USD 10,995.00","USD 10,995.00",Nike,"The Nike Free RN Flyknit 3.0 2020 is a huge leap forward in the evolution of the Free. Its stretchy design is mixed with a supportive upper for a secure sensation that moves with your foot. Lighter and closer to the ground than previous versions, it gives you a ""barefoot"" feel for a better running experience.",0,0
CJ0266-001,Nike Free RN Flyknit 3.0 2020,USD 0.00,"USD 10,995.00","USD 10,995.00",Nike,"The Nike Free RN Flyknit 3.0 2020 is a huge leap forward in the evolution of the Free. Its stretchy design is mixed with a supportive upper for a secure sensation that moves with your foot. Lighter and closer to the ground than previous versions, it gives you a ""barefoot"" feel for a better running experience.",0,0
AO3424-001,Nike Free TR Ultra,"USD 7,995.00","USD 6,397.00","USD 6,397.00",Nike,"The Nike Free TR Ultra is lightweight and flexible to be quick and adaptable for whatever workout you take on. The slip-on design has Flywire cables to securely hold your foot. Soft, flexible foam cushioning has a wider surface area for more stability.",1,1
AQ8306-407,Nike Free X Metcon 2,"USD 9,995.00","USD 7,997.00","USD 7,997.00",Nike,The Nike Free X Metcon will take you from a short run to your gym workout. Superior breathability and comfort combined with durability and response make this stable trainer perfect for even the most ambitious of fitness goals.,3.4,23
AR4543-013,Nike In-Season TR 9,USD 0.00,"USD 5,995.00","USD 5,995.00",Nike,"The Nike In-Season TR 9 is light, stable and features deep, comfortable footbed for superior impact absorption and energy return throughout your entire workout.",4.9,7
CD4365-003,Nike Joyride Dual Run,"USD 10,995.00","USD 7,697.00","USD 7,697.00",Nike,The Nike Joyride Dual Run blazes its own route. Tiny foam beads underfoot combined with traditional cushioning in the forefoot give an incredibly smooth feel that contours to your foot.,4.3,3
CD4363-103,Nike Joyride Dual Run,USD 0.00,"USD 10,995.00","USD 10,995.00",Nike,The Nike Joyride Dual Run is designed to help make running feel easier and give your legs a day off. Tiny foam beads underfoot contour to your foot for cushioning that stands up to your mileage.,4.8,5
CT3867-001,Nike Joyride Dual Run Premium,USD 0.00,"USD 11,995.00","USD 11,995.00",Nike,The Nike Joyride Dual Run Premium blazes its own route. Tiny foam beads underfoot are combined with cushioning in the forefoot for an incredibly smooth feel that contours to your foot. Colourful skins throughout the upper give it a deluxe look.,0,0
CI3706-100,Nike Joyride Flyknit AW,"USD 15,995.00","USD 11,997.00","USD 11,997.00",Nike,The Nike Joyride Run Flyknit AW is designed to help make running feel easier and give your legs a day off. Tiny foam beads underfoot contour to your foot for cushioning that stands up to your mileage.,0,0
AQ2730-009,Nike Joyride Run Flyknit,USD 0.00,"USD 14,995.00","USD 14,995.00",Nike,The Nike Joyride Run Flyknit is designed to help make running feel easier and give your legs a day off. Tiny foam beads underfoot contour to your foot for cushioning that stands up to your mileage.,4,65
CI3707-100,Nike Joyride Run FlyKnit,"USD 15,995.00","USD 11,997.00","USD 11,997.00",Nike,The Nike Joyride Run Flyknit is designed to help make running feel easier and give your legs a day off. Tiny foam beads underfoot contour to your foot for cushioning that stands up to your mileage.,0,0
AQ2731-500,Nike Joyride Run Flyknit,"USD 14,995.00","USD 11,997.00","USD 11,997.00",Nike,The Nike Joyride Run Flyknit is designed to help make running feel easier and give your legs a day off. Tiny foam beads underfoot contour to your foot for cushioning that stands up to your mileage.,4.4,26
832528-001,Nike Kawa Shower,USD 0.00,"USD 1,595.00","USD 1,595.00",Nike,The Nike Kawa Shower Men's Slide is designed to help feet recover after competition. A textured Solarsoft footbed and flexible foam outsole offer lightweight comfort.,4.5,6
832655-001,Nike Kawa Shower,USD 0.00,"USD 1,595.00","USD 1,595.00",Nike,"The Nike Kawa Shower Women's Slide is ideal for post-workout comfort. Easily packable, they can be tossed into your bag and worn anytime.",0,0
AT1369-103,Nike Legend React 2,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,The Nike Legend React 2 features breathable mesh in the upper and a full-length foam midsole. It's made for runners who are ready to go the distance in comfort.,0,0
AA1625-009,Nike Legend React,USD 0.00,"USD 8,795.00","USD 8,795.00",Nike,"The Nike Legend React Men's Running Shoe features a breathable upper with synthetic overlays that enhance durability while smooth, responsive foam cushions every step as you run.",4.2,9
AA1626-602,Nike Legend React,USD 0.00,"USD 8,795.00","USD 8,795.00",Nike,"The Nike Legend React Women's Running Shoe features a breathable upper with synthetic overlays that enhance durability while smooth, responsive foam cushions every step as you run.",2.7,19
AO3108-018,Nike M2K Tekno,USD 0.00,"USD 8,995.00","USD 8,995.00",Nike,"The Nike M2K Tekno draws inspiration from the Monarch franchise and pushes it into the future with space-age detailing. Its layered upper mimics the design of the OG Monarch, while the chunky outsole draws on the beloved Monarch IV.",4,13
BQ3378-002,Nike M2K Tekno,"USD 8,995.00","USD 7,197.00","USD 7,197.00",Nike,The Nike M2K Tekno Shoe draws inspiration from the Monarch franchise and pushes it into today with a futuristic heel counter and plush tongue for additional comfort.,3,1
AT7949-606,Nike Mercurial Superfly 7 Club MG,USD 0.00,"USD 5,995.00","USD 5,995.00",Nike,The Nike Mercurial Superfly 7 Club MG wraps your foot for streamlined speed. A versatile multi-ground plate provides traction on natural- and artificial-grass surfaces.,0,0
AT7949-606,Nike Mercurial Superfly 7 Club MG,USD 0.00,"USD 5,995.00","USD 5,995.00",Nike,The Nike Mercurial Superfly 7 Club MG wraps your foot for streamlined speed. A versatile multi-ground plate provides traction on natural- and artificial-grass surfaces.,0,0
AT7980-606,Nike Mercurial Superfly 7 Club TF,USD 0.00,"USD 5,995.00","USD 5,995.00",Nike,The Nike Mercurial Superfly 7 Club TF features a low-profile Dynamic Fit collar and synthetic material in the upper that wraps your foot for streamlined speed.,0,0
AT7980-606,Nike Mercurial Superfly 7 Club TF,USD 0.00,"USD 5,995.00","USD 5,995.00",Nike,The Nike Mercurial Superfly 7 Club TF features a low-profile Dynamic Fit collar and synthetic material in the upper that wraps your foot for streamlined speed.,0,0
AT7960-104,Nike Mercurial Vapor 13 Academy Neymar Jr. MG,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,The Nike Mercurial Vapor 13 Academy Neymar Jr. MG is built for fast play and adds a versatile multi-ground plate that provides traction on natural- and artificial-grass surfaces.,0,0
AT7960-104,Nike Mercurial Vapor 13 Academy Neymar Jr. MG,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,The Nike Mercurial Vapor 13 Academy Neymar Jr. MG is built for fast play and adds a versatile multi-ground plate that provides traction on natural- and artificial-grass surfaces.,0,0
AT7997-606,Nike Mercurial Vapor 13 Club IC,USD 0.00,"USD 4,995.00","USD 4,995.00",Nike,"The Nike Mercurial Vapor 13 Club IC is made for high-speed play. A synthetic upper wraps your foot for streamlined speed, while a rubber outsole gives you the traction you need to strike fast.",0,0
AT7997-606,Nike Mercurial Vapor 13 Club IC,USD 0.00,"USD 4,995.00","USD 4,995.00",Nike,"The Nike Mercurial Vapor 13 Club IC is made for high-speed play. A synthetic upper wraps your foot for streamlined speed, while a rubber outsole gives you the traction you need to strike fast.",0,0
AT7968-606,Nike Mercurial Vapor 13 Club MG,USD 0.00,"USD 4,995.00","USD 4,995.00",Nike,The Nike Mercurial Vapor 13 Club MG wraps your foot for streamlined speed. A versatile multi-ground plate provides traction on natural- and artificial-grass surfaces.,0,0
AT7998-104,Nike Mercurial Vapor 13 Club Neymar Jr IC,USD 0.00,"USD 5,495.00","USD 5,495.00",Nike,The Nike Mercurial Vapor 13 Club Neymar Jr IC Shoe has a low-profile Dynamic Fit collar and synthetic material that wraps your foot for streamlined speed.,0,0
AT7998-104,Nike Mercurial Vapor 13 Club Neymar Jr IC,USD 0.00,"USD 5,495.00","USD 5,495.00",Nike,The Nike Mercurial Vapor 13 Club Neymar Jr IC Shoe has a low-profile Dynamic Fit collar and synthetic material that wraps your foot for streamlined speed.,0,0
AT7967-104,Nike Mercurial Vapor 13 Club Neymar Jr. MG,USD 0.00,"USD 5,495.00","USD 5,495.00",Nike,The Nike Mercurial Vapor 13 Club Neymar Jr. MG wraps your foot for streamlined speed. A versatile multi-ground plate provides traction on natural- and artificial-grass surfaces.,0,0
AT7967-104,Nike Mercurial Vapor 13 Club Neymar Jr. MG,USD 0.00,"USD 5,495.00","USD 5,495.00",Nike,The Nike Mercurial Vapor 13 Club Neymar Jr. MG wraps your foot for streamlined speed. A versatile multi-ground plate provides traction on natural- and artificial-grass surfaces.,0,0
AT8000-104,Nike Mercurial Vapor 13 Club Neymar Jr. TF,USD 0.00,"USD 5,495.00","USD 5,495.00",Nike,"The Nike Mercurial Vapor 13 Club Neymar Jr. TF is built for fast-paced play. A synthetic upper wraps your foot for streamlined speed, while rubber studs give you the traction you need on artificial surfaces.",0,0
AT8000-104,Nike Mercurial Vapor 13 Club Neymar Jr. TF,USD 0.00,"USD 5,495.00","USD 5,495.00",Nike,"The Nike Mercurial Vapor 13 Club Neymar Jr. TF is built for fast-paced play. A synthetic upper wraps your foot for streamlined speed, while rubber studs give you the traction you need on artificial surfaces.",0,0
AT7999-414,Nike Mercurial Vapor 13 Club TF,"USD 4,995.00","USD 3,497.00","USD 3,497.00",Nike,"The Nike Mercurial Vapor 13 Club TF is built for high-speed play. A synthetic upper wraps your foot for streamlined speed, while rubber studs give you the traction you need on artificial-turf surfaces.",0,0
AT7999-414,Nike Mercurial Vapor 13 Club TF,"USD 4,995.00","USD 3,497.00","USD 3,497.00",Nike,"The Nike Mercurial Vapor 13 Club TF is built for high-speed play. A synthetic upper wraps your foot for streamlined speed, while rubber studs give you the traction you need on artificial-turf surfaces.",0,0
AH7378-801,Nike Mercurial Vapor XII Club MG,"USD 4,995.00","USD 3,997.00","USD 3,997.00",Nike,"The Nike Mercurial Vapor XII Club Multi-Ground Football Boot provides exceptional ball touch and a specialised outsole that promotes acceleration and quick directional changes on multiple kinds of surfaces, like natural and artificial grass.",0,0
